Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
30-SEP-2020|AALI|EQUITY|1924688333|10175|95337114|2819945|22688698|49700|65259158|69149031|779723|2353798|4873227|263310394|1998810|6105958|13087046|14956673|800819|45926709|26912323|386922|17303839|127479099
30-SEP-2020|ABBA|EQUITY|2755125000|50|0|1692066565|0|0|593525699|0|171343|100200|0|2285863807|0|5000|0|10000000|17600|0|1001900|0|0|11024500
30-SEP-2020|ABDA|EQUITY|620806680|6600|21885|47372682|0|98|47937472|0|7500|871784|0|96211421|0|426142855|0|97413000|500|0|0|0|62|523556417
30-SEP-2020|ABMM|EQUITY|2753165000|830|2677000|6961500|1600|0|40646700|14877400|0|0|0|65164200|0|57405300|0|35053500|406600|295799000|4500|0|151862900|540531800
30-SEP-2020|ACES|EQUITY|17150000000|1595|488444827|128935100|29013645|0|207366411|306256548|36839|2102500|207000|1162362870|15674141|617690435|809500090|533642201|1018100|2508969389|186036611|6992399|1023113764|5702637130
30-SEP-2020|ACST|EQUITY|6425160000|183|252560|4876209135|39385938|0|1105306549|177950399|7701904|10000|100000|6206916485|0|122298920|0|22610124|11688068|432300|22646263|0|38567840|218243515
30-SEP-2020|ADES|EQUITY|589896800|1125|62000|137000|208500|350|31848877|692500|411|25000|0|32974638|0|540501713|0|14954021|175300|0|268700|0|0|555899734
30-SEP-2020|ADHI|EQUITY|3560849376|500|177380237|12961166|78366592|5000|1003906690|171276888|17851912|17801651|251500|1479801636|0|15788388|42586561|20657646|12939171|65550796|37991634|0|69476920|264991116
30-SEP-2020|ADMF|EQUITY|1000000000|7225|4366800|508600|0|920700000|31395000|15906000|137|0|0|972876537|23231|65931|340465|11431055|487200|6189766|4222600|27800|4235415|27023463
30-SEP-2020|ADMG|EQUITY|3889179559|122|1030000|994200100|2993000|0|464864087|83|450027|0|0|1463537297|0|1198400|0|35597747|2401000|0|11610296|0|150043|50957486
30-SEP-2020|ADRO|EQUITY|31985962000|1135|2079697900|15675414570|174853700|0|6429966732|1484900612|16141878|35621500|2190780|25898787672|106681551|951196180|739322651|607467906|16557372|1590111113|391155353|63556600|1621125602|6087174328
30-SEP-2020|AGAR|EQUITY|1000000000|500|0|793085400|0|0|206892200|0|0|0|0|999977600|0|200|0|0|22200|0|0|0|0|22400
