Date|Code|Type|Sec. Num|Price|Local IS|Local CP|Local PF|Local IB|Local ID|Local MF|Local SC|Local FD|Local OT|Total|Foreign IS|Foreign CP|Foreign PF|Foreign IB|Foreign ID|Foreign MF|Foreign SC|Foreign FD|Foreign OT|Total
31-AUG-2020|AALI|EQUITY|1924688333|10175|93147114|3570045|22798798|49700|69028058|59833668|881896|2247498|4872327|256429104|1998810|6056783|16176012|15812085|855119|47395103|26977401|386922|18702154|134360389
31-AUG-2020|ABBA|EQUITY|2755125000|50|0|1692066565|0|0|593525699|0|171343|100200|0|2285863807|0|5000|0|10000000|17600|0|1001900|0|0|11024500
31-AUG-2020|ABDA|EQUITY|620806680|6900|21885|47371582|0|98|47937072|0|7500|873084|0|96211221|0|426143055|0|97413000|500|0|0|0|62|523556617
31-AUG-2020|ABMM|EQUITY|2753165000|955|2677000|6961500|1600|0|40365500|14888800|269800|0|0|65164200|0|57405300|0|35053500|406600|295799000|4500|0|151862900|540531800
31-AUG-2020|ACES|EQUITY|17150000000|1545|432297527|125559500|28104445|0|229434711|296214111|178676|2176200|7000|1113972170|18845341|632719935|829981139|509450907|460500|2528791457|186405664|5809099|1038563788|5751027830
31-AUG-2020|ACST|EQUITY|700000000|348|252560|482741440|7901000|0|88679816|47987520|904|1600|100000|627664840|0|11665220|0|14989600|2676700|432300|4003500|0|38567840|72335160
31-AUG-2020|ADES|EQUITY|589896800|1225|62000|137000|208500|350|31859177|692500|411|25000|0|32984938|0|540501713|0|14954021|183700|0|250000|0|0|555889434
31-AUG-2020|ADHI|EQUITY|3560849376|595|178624037|12765666|78376592|5000|987716355|163946735|16070509|17805151|251500|1455561545|263000|26249988|43214161|25314446|12962271|72492887|39257534|0|69476920|289231207
31-AUG-2020|ADMF|EQUITY|1000000000|7700|4366800|545900|0|920700000|31368400|15910400|137|0|0|972891637|23231|65931|386565|11603555|496000|6203766|3966100|27800|4235415|27008363
31-AUG-2020|ADMG|EQUITY|3889179559|123|1030000|994200100|2993000|0|464906687|83|450027|0|0|1463579897|0|0|0|35597747|2358400|0|12808696|0|150043|50914886
31-AUG-2020|ADRO|EQUITY|31985962000|1085|2002725000|15698179170|154411000|0|6593302042|1178200420|18534699|34737100|1802700|25681892131|118410543|933077865|747873468|563847988|16279242|1672567870|397788604|82655100|1771569189|6304069869
31-AUG-2020|AGAR|EQUITY|1000000000|510|0|793085400|0|0|206892200|0|0|0|0|999977600|0|200|0|0|22200|0|0|0|0|22400
31-AUG-2020|AGII|EQUITY|3066660000|498|0|1410894757|22727300|0|139561900|85200|100|0|0|1573269257|0|1040200|0|236347160|108400|1978900|143629100|0|77422800|460526560
31-AUG-2020|AGRO|EQUITY|21343290230|380|370043400|3701844|1156956846|18528184847|906553327|63855598|3215336|103967484|2279500|21138758182|0|431234|0|1528636|1380612|0|2136440|0|7453353|12930275
31-AUG-2020|AGRS|EQUITY|11226007038|190|0|58085203|0|20158930|47509536|1174500|0|0|1434781|128362950|0|150446362|0|0|1431228|0|55100|0|6828064340|6979997030
31-AUG-2020|AHAP|EQUITY|2940000000|55|1827142432|220709781|0|0|487809518|0|4050|0|0|2535665781|147816500|0|0|71486621|180586844|0|103341|0|55|399993361
31-AUG-2020|AIMS|EQUITY|220000000|155|0|184461690|0|0|35367710|0|18100|0|0|219847500|0|0|0|100|2000|0|400|0|0|2500
31-AUG-2020|AISA|EQUITY|4787500000|157|770100|1786438886|9729500|0|1196615789|21822300|942482|590000|9156615|3026065672|250000|913939985|2082500|150019750|14125000|364060622|77785355|0|238543116|1760806328
31-AUG-2020|AKKU|EQUITY|6449463636|50|0|5005548100|0|0|1137553636|0|84017300|0|0|6227119036|0|196254300|0|0|1050200|0|2040100|0|23000000|222344600
31-AUG-2020|AKPI|EQUITY|680000000|310|4000|213183673|0|2|28295371|17500|2122|0|0|241502668|0|0|34|252401|122003|0|97500|0|10300|482238
31-AUG-2020|AKRA|EQUITY|4014694920|2900|96200702|535039800|38067400|0|175345011|304049443|11650287|1883700|959200|1163195543|1771472|38079338|92329563|80212143|11041700|447975830|49047259|0|188716252|909173557
31-AUG-2020|AKSI|EQUITY|720000000|278|0|11089444|0|0|46448056|0|0|0|0|57537500|0|0|0|0|0|0|1000|0|0|1000
31-AUG-2020|ALDO|EQUITY|1100000000|378|0|860616669|0|0|239372731|0|100|100|0|1099989600|0|0|0|0|10400|0|0|0|0|10400
31-AUG-2020|ALKA|EQUITY|507665055|272|0|11021250|0|77500|23631505|0|46200|0|0|34776455|0|0|0|741400|2588723|0|0|0|0|3330123
31-AUG-2020|ALMI|EQUITY|616000000|212|0|96601940|0|0|49152000|0|303000|0|0|146056940|0|32822200|0|70000|375800|0|177800|0|0|33445800
31-AUG-2020|ALTO|EQUITY|2191870558|346|0|1495966929|0|0|400958524|13318300|272733305|0|0|2182977058|0|0|0|7560000|36000|0|1046000|0|0|8642000
31-AUG-2020|AMAG|EQUITY|5001552516|206|0|48000|185066933|388000000|38711496|0|23887500|0|0|635713929|0|59805900|0|21163500|7704200|1550000|72083900|0|13988000|176295500
31-AUG-2020|AMAN|EQUITY|3873500000|246|0|0|0|0|585000000|0|0|0|0|585000000|0|0|0|0|0|0|0|0|0|0
31-AUG-2020|AMAR|EQUITY|8035100000|360|0|0|0|0|37485800|0|0|0|0|37485800|0|0|0|6724308700|100000|0|1192854500|0|0|7917263200
31-AUG-2020|AMFG|EQUITY|434000000|2560|23500|14225482|94500|0|20140300|1697100|73776|3800|0|36258458|0|22102200|0|2387400|309000|11377500|12056859|0|274583|48507542
31-AUG-2020|AMIN|EQUITY|1080000000|248|0|20688800|0|0|105166300|0|26333400|0|0|152188500|0|17438300|0|0|68394700|0|192800|0|1785700|87811500
31-AUG-2020|AMOR|EQUITY|1111111200|2120|21699100|28585200|0|0|51352000|250000|0|0|0|101886300|0|0|0|5510327|505900|2624400|0|0|584273|9224900
